ID,Nome,Tamanho,Valor
1621,EMEL Fashion,XXL,96.2263680860523
1622,Mohito,XS,43.8647026777569
1623,Lilli Ann,XXXL,72.0347361788315
1624,Rip Curl,M,57.1534233582921
1625,Baby Gap,XXS,67.8879650891237
1626,Dollie & Me,XL,23.751054336201
1627,EMEL Fashion,XL,61.0086059211793
1628,Guess,XXL,39.2588297749212
1629,C&A,S,54.3912165190052
1630,Healthtex,XXL,2.21958606514129
1631,Ex-Boyfriend,S,66.0821132329675
1632,Healthtex,L,86.9938144031883
1633,Karen Kane,XS,13.9470248454935
1634,Nudie Jeans,L,1.97544681885068
1635,Forever Lazy,One Size,67.72388215583
1636,Columbia Sportswear,S,72.3909755355636
1637,Nudie Jeans,XS,31.7793773532749
1638,C&A,One Size,52.8416234994501
1639,Bujo,XS,98.1216692817964
1640,Marchesa,One Size,12.5768033464331
1641,Six Deuce,XL,29.6391148076575
1642,C&A,XS,96.7832687910568
1643,Angels Jeanswear,XL,79.4065999334709
1644,Countess Mara,M,28.4659279144676
1645,Baby Gap,M,78.1575097321335
1646,H&M,XXS,26.5289969572467
1647,Nice Collective,M,87.8313820747805
1648,Ecko Unlimited,XXL,7.44865185415775
1649,Acorn Stores,XXS,94.3128706842255
1650,Guess,XXS,66.8483466565834
1651,Forever 21,XS,38.1564753014392
1652,Levis,One Size,66.7678347950651
1653,Countess Mara,XS,43.6258476602965
1654,Mohito,L,91.6745021867913
1655,Mohito,XXXL,66.4380850780001
1656,Cherokee Inc.,One Size,83.5212821082777
1657,Forever 21,S,31.0670503559835
1658,SABA,L,33.597296382113
1659,TNT,L,65.1271431279029
1660,Karen Kane,XXS,14.8473107534681
1661,TNT,One Size,65.4134567624021
1662,Ethika,S,9.13972484932268
1663,Rip Curl,M,94.3712363463693
1664,Angels Jeanswear,M,29.3634968578645
1665,Baby Gap,XXL,64.0384196834818
1666,Mossimo,XL,43.2008579844613
1667,Rip Curl,XXL,2.4195547701882
1668,Max Studio,XXL,95.2516163109111
1669,Healthtex,XXL,81.4434089467132
1670,Mataano,S,8.06447498829312
1671,Lilli Ann,One Size,87.0505091729809
1672,Tommy Hilfinger,L,18.3867694318233
1673,H&M,M,43.8548235515388
1674,Ethika,XXS,4.00673224870429
1675,Baby Gap,XS,22.6056998374898
1676,Koalapop,XXXL,82.3901721650689
1677,SABA,XXXL,74.5962650205923
1678,Angels Jeanswear,XXL,87.2626466249407
1679,Six Deuce,XL,77.6489635909204
1680,C&A,S,19.2377291667451
1681,H&M,XL,76.0166270486157
1682,Mohito,XXS,78.5208056049984
1683,Merc Clothing,XXL,75.0221467604964
1684,Koton,XS,63.5873719861672
1685,SABA,XS,72.3148606486222
1686,Koton,XL,97.807709704995
1687,Angels Jeanswear,One Size,8.8710155137214
1688,SABA,S,28.3022018244035
1689,Real Gold,L,93.807509963311
1690,Marchesa,XXL,4.21423840346478
1691,Marchesa,M,79.5850493649883
1692,Izod,XXL,6.30835221303084
1693,Ecko Unlimited,One Size,31.2266232777511
1694,H&M,XXL,3.07770304106069
1695,H&M,L,60.1800673223008
1696,Andrew Marc,L,20.4080741263032
1697,Dollie & Me,XS,74.2336637285695
1698,Dollie & Me,XXL,68.5174577755469
1699,Ethika,XS,40.9841740555056
1700,Six Deuce,S,71.5469578372068
1701,Guess,XXXL,91.1305074254659
1702,Bujo,XXS,64.4060551232687
1703,Ecko Unlimited,XXL,17.9424432366818
1704,Koton,XXL,18.9839614797309
1705,Andrew Marc,S,6.62860534555679
1706,Acorn Stores,XXL,77.1268258430654
1707,Forever 21,XXL,76.1394513585323
1708,Old Navy,XXS,30.2421364142756
1709,Calvin Klein,XXS,6.26621256920798
1710,Tommy Hilfinger,XXS,34.4742304736163
1711,Mossimo,S,28.6576238198474
1712,H&M,XXXL,31.6038497153688
1713,SABA,S,94.37942096143
1714,Mohito,XXS,43.3061549185338
1715,Converse,XXL,62.2697448922646
1716,Nudie Jeans,XS,93.9100826014346
1717,Cherokee Inc.,L,70.1449855687772
1718,Merc Clothing,L,96.9616567911402
1719,Brooks Brothers,XL,81.7721594137941
1720,Dollie & Me,One Size,46.7661085071816
1721,Mataano,One Size,80.0383228357128
1722,Izod,L,88.1437248169183
1723,Healthtex,XXXL,28.2136959788453
1724,Ethika,XXS,18.2992659626991
1725,Levis,S,9.7336585986119
1726,Andrew Marc,One Size,79.4176284845069
1727,Ethika,L,32.7684096413517
1728,Real Gold,XL,76.8589592980495
1729,SABA,XXL,77.1278712461367
1730,Karen Kane,L,81.6456554698039
1731,Andrew Marc,XL,51.0485489843639
1732,Healthtex,XXXL,51.9860005243616
1733,Levis,XS,37.1639828580264
1734,Andrew Marc,XXXL,72.3221457890804
1735,Mohito,S,59.0938391015371
1736,Forever Lazy,One Size,86.9670594041082
1737,Nice Collective,S,88.5885496808163
1738,Nudie Jeans,XXS,59.4906104591166
1739,EMEL Fashion,XS,70.4764433277196
1740,H&M,XXXL,77.6795808443239
1741,Old Navy,S,37.7523688896337
1742,Nudie Jeans,XL,81.5888929244079
1743,Guess,XS,76.3134407900802
1744,Max Studio,XXXL,5.90155311529597
1745,Baby Gap,XS,7.20968290288452
1746,Cross Colours,L,69.3400202474278
1747,Columbia Sportswear,XXL,61.589746911819
1748,Andrew Marc,M,66.6021674664701
1749,TNT,L,61.2622753517992
1750,Avirex,One Size,67.3733307627837
1751,Forever Lazy,M,46.8284005666284
1752,Nudie Jeans,M,18.8193547347651
1753,Levis,XXL,78.0994748948605
1754,Baby Gap,XL,79.5485377453959
1755,Healthtex,XXS,82.4012182645505
1756,Converse,M,55.8752352352604
1757,Merc Clothing,One Size,70.3982294902197
1758,Acorn Stores,XXL,15.5730157855772
1759,Cross Colours,XXXL,60.5733048145535
1760,Old Navy,XXL,6.64079459041394
1761,Karen Kane,XXL,19.226888037858
1762,Old Navy,XL,90.0293439282241
1763,Acorn Stores,XXS,62.7206670975875
1764,Nudie Jeans,M,38.3642137308438
1765,Avirex,XL,5.11853143764591
1766,Cherokee Inc.,XXL,70.6135521198686
1767,H&M,One Size,23.992332445454
1768,Nice Collective,M,8.77007420815996
1769,Nice Collective,One Size,69.1950938544213
1770,Brooks Brothers,M,41.2130521215559
1771,Lilli Ann,XXXL,29.043252005262
1772,Countess Mara,S,28.5885740223287
1773,Max Studio,M,82.8814852106764
1774,JNCO,L,7.9265957134434
1775,Izod,XL,56.2539978778241
1776,Mohito,L,7.87771616311638
1777,Converse,XXL,73.102397649131
1778,Forever Lazy,One Size,32.4103472416337
1779,Countess Mara,XXL,85.8945077559419
1780,Mataano,XL,45.2287600851752
1781,Columbia Sportswear,XL,67.7175774228375
1782,Angels Jeanswear,One Size,93.0432240604624
1783,Guess,XXXL,11.4648005387116
1784,Six Deuce,One Size,86.3305355083805
1785,TNT,S,6.30830191229857
1786,Baby Gap,One Size,1.12605890730678
1787,Columbia Sportswear,S,70.9990276060994
1788,Bujo,One Size,43.4245301840941
1789,Guess,S,32.7001759897453
1790,Lilli Ann,S,47.7874233060458
1791,Marchesa,XXXL,97.8171482825732
1792,Izod,XXL,64.0225887098455
1793,Ecko Unlimited,XS,28.0798200099169
1794,TNT,One Size,54.7483808932586
1795,Healthtex,XS,78.9801680315194
1796,Mataano,L,96.9488621116378
1797,SABA,XXXL,34.4181938457387
1798,JNCO,One Size,9.26700619201502
1799,Columbia Sportswear,M,39.9868014082251
1800,Rip Curl,One Size,5.06887693706382
1801,Six Deuce,XXXL,5.53463306815114
1802,Ex-Boyfriend,S,80.9820680487817
1803,Merc Clothing,XL,6.68986164484632
1804,EMEL Fashion,XS,29.9669816098022
1805,C&A,XXS,48.3987637080246
1806,Forever 21,M,19.7879700375665
1807,Ethika,XXS,15.3397081151324
1808,Avirex,XL,54.4528796572484
1809,Forever 21,XXXL,21.813776444557
1810,Marchesa,S,6.97675926749444
1811,Cross Colours,S,61.2536078613501
1812,Acorn Stores,S,70.4373536591592
1813,Nice Collective,S,26.166641656387
1814,Karen Kane,XL,55.5395434543209
1815,Mataano,M,9.87919852783866
1816,Koton,XS,24.2422264531451
1817,Andrew Marc,XL,18.83198757229
1818,Nudie Jeans,XS,7.28650148365949
1819,Nice Collective,XS,53.1608457612623
1820,TNT,L,67.0500537865097
1821,Max Studio,XXXL,36.3152800841794
1822,Nudie Jeans,S,74.8610940481821
1823,Countess Mara,XXXL,32.6497278691501
1824,Mohito,One Size,76.3889660422639
1825,Guess,S,23.5009591944986
1826,Koton,XXL,15.4985229603474
1827,Loyandford,L,19.193679417108
1828,Acorn Stores,S,91.5499652007362
1829,Cherokee Inc.,XXS,57.5018549605747
1830,Acorn Stores,L,93.6448955059261
1831,Lee,M,65.617937099942
1832,DKNY,S,92.7983400662422
1833,Avirex,One Size,4.23522335674391
1834,Karen Kane,One Size,82.421581195398
1835,EMEL Fashion,XXL,93.3199243514426
1836,Rip Curl,XL,74.7816931483251
1837,Avirex,XXXL,8.31493771603095
1838,Forever Lazy,M,27.2001069021412
1839,Koalapop,XL,64.8945133173347
1840,Koton,XS,34.9518611738234
1841,Brooks Brothers,S,45.9692280446036
1842,Mohito,XXXL,83.3961861875822
1843,Koton,One Size,93.2489671997023
1844,Nice Collective,XL,45.2992569274731
1845,Cherokee Inc.,XXL,86.3786400679399
1846,SABA,XL,20.4764674745856
1847,Cross Colours,XXL,79.1313066199102
1848,Dollie & Me,L,20.0267361188432
1849,Forever 21,L,28.7992958723564
1850,Acorn Stores,XXL,43.0502144745785
1851,Columbia Sportswear,XXXL,12.4432428187892
1852,SABA,XXS,23.8026352523838
1853,Guess,S,32.3415964382429
1854,H&M,L,61.4206171191394
1855,Rip Curl,L,10.5104276121177
1856,Ex-Boyfriend,XXXL,85.2623505085997
1857,Ecko Unlimited,L,72.974942190561
1858,Mohito,XL,20.7949754990614
1859,Ethika,XXL,44.6594833138676
1860,Forever 21,XXXL,16.8423109780263
1861,TNT,XXS,1.18896769741036
1862,TNT,XXL,37.5529312088866
1863,Levis,XXL,60.1292419774128
1864,Hamilton Shirts,L,17.2316333755067
1865,Mossimo,XXL,48.40487456294
1866,Nudie Jeans,M,45.4742775161165
1867,DKNY,XS,88.8308108518044
1868,Dollie & Me,L,90.4381858335986
1869,JNCO,M,89.8839961806703
1870,Karen Kane,XXXL,64.0943734744072
1871,EMEL Fashion,One Size,58.4888255696226
1872,Brooks Brothers,XXS,12.525963301084
1873,Hamilton Shirts,One Size,83.6569383194004
1874,Real Gold,XXXL,54.3584413599961
1875,EMEL Fashion,XS,4.09272347069007
1876,Nice Collective,XS,3.43061582903872
1877,Ecko Unlimited,One Size,31.419836626118
1878,Andrew Marc,M,52.143661586169
1879,Koton,S,85.1203195932882
1880,Hamilton Shirts,L,42.0859479648461
1881,Angels Jeanswear,S,17.3159228196907
1882,Acorn Stores,M,17.0708225258025
1883,Karen Kane,XS,33.173997880972
1884,Healthtex,XS,13.0063177142322
1885,DKNY,One Size,54.8808408649083
1886,Avirex,XXXL,50.3824363105849
1887,Baby Gap,XXXL,45.8725193016569
1888,Ex-Boyfriend,S,69.5817163673144
1889,Acorn Stores,L,67.5966944324769
1890,Loyandford,XXXL,32.6889820050863
1891,Converse,M,70.4819232292855
1892,Ecko Unlimited,S,50.6560071239509
1893,Real Gold,XXL,96.5020864841072
1894,Koalapop,XS,33.7119735952988
1895,Cross Colours,XXL,63.4122833932807
1896,Mossimo,M,18.2876921101882
1897,Lee,XXXL,7.68296935022016
1898,Cross Colours,XS,63.4374546280305
1899,Lee,XXL,87.5190595064867
1900,Converse,XXS,44.3258248117407
1901,Rip Curl,XXL,60.0387937994854
1902,Ethika,One Size,16.5576924516622
1903,Healthtex,L,72.5843691521251
1904,Bujo,L,87.6972176668687
1905,Brooks Brothers,S,63.1888369169034
1906,Nudie Jeans,XXL,78.7331744850302
1907,Koton,XS,65.5683586646655
1908,Hamilton Shirts,XXL,71.8431483324818
1909,Mohito,M,22.0121546187495
1910,Baby Gap,One Size,82.6502193113091
1911,Forever Lazy,XS,6.8955671903191
1912,Mossimo,XXS,36.9333840747985
1913,Nice Collective,One Size,46.5706936216777
1914,Levis,M,5.36482770478578
1915,Tommy Hilfinger,XXL,81.9200190412439
1916,Dollie & Me,XL,88.8124723251967
1917,Lilli Ann,XXL,24.7668916726331
1918,Baby Gap,XXL,1.91722175894176
1919,Forever Lazy,L,59.7701858900349
1920,Six Deuce,L,92.1659056996768
1921,Countess Mara,XXXL,59.4728300885636
1922,Mohito,One Size,45.0970230759573
1923,Real Gold,XXL,1.81776316455461
1924,Max Studio,L,12.0048660356574
1925,TNT,M,64.9119691801779
1926,Mossimo,XL,25.1011996628256
1927,Rip Curl,XS,97.3966225224531
1928,H&M,M,59.1120706089363
1929,Ecko Unlimited,XL,74.8045801798834
1930,Converse,S,46.098524222662
1931,Koalapop,One Size,49.8281683152673
1932,Cross Colours,One Size,59.6716516398227
1933,Cross Colours,XL,16.5176693291951
1934,Lilli Ann,XXS,35.5784596146915
1935,Old Navy,XS,29.8053596572975
1936,Countess Mara,XXS,44.9953029011354
1937,Lilli Ann,L,86.6630895750891
1938,Countess Mara,M,2.19167058458164
1939,Merc Clothing,XS,48.6740503407428
1940,Izod,S,24.9943220415126
1941,Ecko Unlimited,M,52.0684620496204
1942,Acorn Stores,XXS,85.92061138941
1943,Max Studio,One Size,32.4985264155541
1944,Guess,XL,92.3671268361468
1945,Baby Gap,XS,56.9689375576419
1946,Max Studio,L,50.5568222690173
1947,Cherokee Inc.,L,72.7000931863208
1948,Dollie & Me,XXXL,48.060059110662
1949,Lilli Ann,M,85.8524833469896
1950,Dollie & Me,S,86.1758389073312
1951,Andrew Marc,L,36.9976435019624
1952,Converse,XS,6.12657760508665
1953,TNT,One Size,96.5903078497342
1954,Lee,M,67.010445921221
1955,Mossimo,L,49.1555923322009
1956,Mohito,One Size,38.6262486063066
1957,Baby Gap,M,24.8372530158783
1958,Merc Clothing,XXS,82.3283349118793
1959,Healthtex,S,93.3554186072924
1960,Cherokee Inc.,XS,56.0652259425564
1961,Marchesa,XL,9.42292891415904
1962,Karen Kane,L,21.9893645197104
1963,TNT,XXL,5.56572260082035
1964,Ex-Boyfriend,XXXL,82.8655343329839
1965,Cherokee Inc.,XXXL,31.7238484978321
1966,Real Gold,One Size,33.5347853538277
1967,Nudie Jeans,XL,95.4547192991966
1968,SABA,M,43.30091445162
1969,Angels Jeanswear,S,25.741945940881
1970,Bujo,L,91.7914933808108
1971,Brooks Brothers,M,22.9488359633595
1972,Andrew Marc,M,44.9051941479115
1973,Cherokee Inc.,XXS,77.8433103304558
1974,Rip Curl,XXL,78.6836875419522
1975,Real Gold,XS,14.0579121108437
1976,Columbia Sportswear,XXXL,65.285767747688
1977,Angels Jeanswear,XXXL,17.4551003470342
1978,Old Navy,XXS,78.6140485990858
1979,Mossimo,XS,66.0205518552198
1980,Converse,S,49.0180847682143
1981,Rip Curl,XXS,87.2564249119053
1982,EMEL Fashion,XL,11.5569713313863
1983,Healthtex,XL,46.5287852243189
1984,JNCO,XXL,85.2979434282975
1985,Forever Lazy,L,53.2927762359813
1986,Acorn Stores,L,43.482126962618
1987,Nudie Jeans,One Size,4.67375654386066
1988,Countess Mara,XXXL,68.8985849143465
1989,Brooks Brothers,One Size,85.8720241793767
1990,Cross Colours,S,73.8239480270184
1991,Healthtex,XL,81.903055640358
1992,Healthtex,M,78.9455844596706
1993,H&M,S,43.0587754091522
1994,Lee,One Size,90.2056854447376
1995,Healthtex,S,95.3778158963555
1996,EMEL Fashion,S,38.8592974701241
1997,Ex-Boyfriend,XL,47.6993426683821
1998,Tommy Hilfinger,L,43.1883838275393
1999,Rip Curl,XXXL,65.4943305978059
2000,Countess Mara,XS,85.0295853205163
2001,Loyandford,XXS,2.80259583508717
2002,Mohito,XL,6.84558979135267
2003,Koton,XL,25.4634898982306
2004,Koalapop,S,27.2048452474199
2005,Calvin Klein,L,3.05638900914061
2006,Merc Clothing,XXS,93.6705241895609
2007,Ecko Unlimited,M,85.1358194752298
2008,EMEL Fashion,S,4.09195499685218
2009,EMEL Fashion,L,1.47046140789541
2010,Angels Jeanswear,XL,51.2526252350084
2011,Forever 21,XL,49.3508707053731
2012,Avirex,L,74.8357652187514
2013,Ethika,XS,27.2059766087709
2014,Forever 21,XXL,25.2798247794992
2015,DKNY,S,85.1033612648506
2016,Six Deuce,L,29.7822797055274
2017,TNT,One Size,91.494050288803
2018,Mohito,XXL,78.6450855171518
2019,Ethika,XXXL,54.1487967824325
2020,Forever Lazy,XL,92.9769276184854
2021,Mataano,XXS,68.0996143608818
2022,DKNY,XXL,58.7404045526592
2023,Baby Gap,XXXL,32.0749124759226
2024,Karen Kane,S,48.5952972069361
2025,SABA,XXXL,72.5842510166505
2026,Brooks Brothers,M,47.648382211406
2027,Hamilton Shirts,XL,75.7394466473439
2028,Real Gold,XXS,67.5570284577818
2029,Angels Jeanswear,XXL,61.7423004464909
2030,Calvin Klein,One Size,62.7878260793108
2031,Cherokee Inc.,One Size,79.6348110528825
2032,Old Navy,XXXL,91.0362491686997
2033,Nudie Jeans,L,80.886906738806
2034,Lee,S,92.2255318021521
2035,EMEL Fashion,XXS,43.5283375762069
2036,Bujo,XXL,48.5900874033524
2037,Brooks Brothers,XXXL,65.8369533297778
2038,Merc Clothing,XXXL,37.1408095332518
2039,Izod,L,2.86840393155273
2040,Ethika,XXL,18.9526960085857
2041,Baby Gap,XXXL,45.311345864698
2042,Nudie Jeans,XXL,69.0682068220657
2043,Ecko Unlimited,S,20.181610028344
2044,Six Deuce,XXS,71.7304722516474
2045,Baby Gap,One Size,58.7052886056273
2046,Brooks Brothers,XXS,24.541390374555
2047,Cherokee Inc.,XXXL,79.911777188029
2048,SABA,XXS,76.7055118604123
2049,Cross Colours,XS,82.3509160822029
2050,Levis,One Size,30.2500505504431
2051,Bujo,XL,87.4028657262227
2052,EMEL Fashion,One Size,38.9818134815347
2053,Calvin Klein,M,17.2435606965998
2054,Lilli Ann,XS,89.610967570269
2055,Old Navy,L,72.6164028964082
2056,Converse,XXL,72.8912886715919
2057,Healthtex,XS,31.2776118890744
2058,Real Gold,S,34.5292662100537
2059,Marchesa,S,63.4573579712107
2060,Koton,XXL,98.3900380266784
2061,Nudie Jeans,XXL,67.0550179789099
2062,Ex-Boyfriend,XS,45.3958393830787
2063,Forever Lazy,One Size,86.4746487100956
2064,Koalapop,XXXL,26.2780758735156
2065,Lee,L,77.0596361169869
2066,Cross Colours,XXS,70.865149383836
2067,Columbia Sportswear,XL,33.9097153693017
2068,JNCO,XS,40.6411795842653
2069,Columbia Sportswear,S,32.1674872111378
2070,Acorn Stores,XXXL,98.0982680460896
2071,Andrew Marc,L,69.0539112114599
2072,Mataano,XXL,10.2256969349578
2073,Izod,S,59.2114456096717
2074,Brooks Brothers,L,51.1880864189882
2075,Acorn Stores,XXL,12.2504984476839
2076,Rip Curl,XS,56.1353394468945
2077,Mossimo,M,55.09348711888
2078,Loyandford,XXS,17.1816488938321
2079,Converse,XXXL,3.95524725409003
2080,Angels Jeanswear,XL,37.0702690556973
2081,EMEL Fashion,XXS,82.471602347899
2082,Lee,One Size,58.9876455226856
2083,JNCO,One Size,6.28930239113481
2084,Cherokee Inc.,XXXL,89.4896331930019
2085,Mohito,XL,24.2636551928072
2086,Max Studio,L,85.9877697918507
2087,Rip Curl,S,22.3777616593883
2088,Marchesa,XL,77.4565076653177
2089,Ethika,XXS,69.0862799892604
2090,Karen Kane,XXS,29.6160698428825
2091,H&M,XL,27.2230367666218
2092,Andrew Marc,XXL,61.2435293287242
2093,Six Deuce,XS,59.8436828995327
2094,Angels Jeanswear,XXS,75.5482753024196
2095,Lilli Ann,XXL,28.4315439324973
2096,Nice Collective,One Size,8.26584888308581
2097,Mohito,XL,83.514024307725
2098,Brooks Brothers,XXL,76.2633813183118
2099,Real Gold,XL,61.7475323396491
2100,C&A,XL,94.3064405099984
2101,Merc Clothing,L,59.3723969233094
2102,Nice Collective,L,5.33731045403393
2103,Nudie Jeans,One Size,83.8747027557691
2104,Mossimo,XXL,63.4434530178287
2105,Mataano,XXS,86.4392058250677
2106,Andrew Marc,XXS,20.9566565854273
2107,Six Deuce,S,56.7868627117886
2108,Mataano,XXS,80.5987600710237
2109,Ex-Boyfriend,L,63.0017453413465
2110,TNT,XXXL,30.4160835726262
2111,EMEL Fashion,XS,22.8923583668155
2112,Nice Collective,L,45.4176930726588
2113,Converse,One Size,26.7317682466152
2114,Six Deuce,XS,27.6885419556352
2115,Six Deuce,XL,60.6242092990429
2116,Loyandford,M,83.2813609127334
2117,SABA,M,97.8330086203446
2118,Calvin Klein,XL,83.7792272729702
2119,Baby Gap,XS,87.5318320242371
2120,Ex-Boyfriend,M,97.8627390646668
2121,Ex-Boyfriend,One Size,79.3196729888765
2122,Avirex,XXS,81.3805401867165
2123,Karen Kane,L,22.9571661283063
2124,Izod,XXXL,5.29911213056143
2125,Hamilton Shirts,L,55.7276314644737
2126,Marchesa,XL,20.3495931938987
2127,SABA,XS,4.32203411419039
2128,Healthtex,XXXL,79.4737697259866
2129,Hamilton Shirts,XXXL,73.2171970336778
2130,Ethika,XS,53.2550848481502
2131,Koalapop,XL,13.2722233204507
2132,Angels Jeanswear,XXL,67.0151288663108
2133,Angels Jeanswear,XL,86.9407411487497
2134,Avirex,M,93.2612987115333
2135,Ecko Unlimited,XS,97.2661973197321
2136,Brooks Brothers,XS,74.9721939023455
2137,DKNY,XXXL,29.3488332030125
2138,Columbia Sportswear,XXL,83.1359535349235
2139,Angels Jeanswear,M,30.3126967182908
2140,Mataano,L,92.4475187926774
2141,Merc Clothing,XXS,90.0423080409143
2142,Cross Colours,XXL,71.4076381756028
2143,Mossimo,XS,26.0064978646145
2144,Dollie & Me,M,21.9192243609201
2145,Lee,One Size,13.6642695626543
2146,Forever Lazy,S,8.57540347081395
2147,Avirex,XXXL,53.4524973111472
2148,Ecko Unlimited,XL,75.0288152941637
2149,Forever 21,XS,46.0272507495374
2150,Forever Lazy,XXXL,11.2774974947225
2151,Andrew Marc,XXL,54.4586004896362
2152,Cherokee Inc.,XXL,59.1417480232854
2153,Izod,S,46.3439026173874
2154,Merc Clothing,M,85.4655505891263
2155,Ecko Unlimited,S,30.1313464940206
2156,SABA,M,45.1662939145073
2157,Karen Kane,M,49.9964899555764
2158,Mossimo,One Size,33.1380459601702
2159,Brooks Brothers,XXL,63.7024333913356
2160,Merc Clothing,XL,1.90615983815219
2161,Guess,S,36.5625453351822
2162,Countess Mara,S,23.2432593355157
2163,Baby Gap,XXS,9.24423352221224
2164,Angels Jeanswear,L,93.756576211544
2165,Koalapop,S,73.3327027057915
2166,Mohito,XL,34.9113916069788
2167,Brooks Brothers,M,30.9430536315511
2168,Healthtex,One Size,67.3271550491113
2169,SABA,S,98.942876087475
2170,Marchesa,L,98.294625785339
2171,Tommy Hilfinger,M,31.798839609045
2172,Izod,XXS,72.0709724640804
2173,Marchesa,XXL,27.403785571644
2174,Cross Colours,XXXL,56.5334790030185
2175,Brooks Brothers,XS,50.8457360709299
2176,Guess,M,60.5268264252352
2177,SABA,XXXL,90.0171298347493
2178,Nice Collective,XXS,84.5324797353393
2179,Levis,XS,33.0953697804806
2180,Nudie Jeans,XS,80.9637975944038
2181,Forever Lazy,M,4.75317005522231
2182,Ex-Boyfriend,M,45.657010348354
2183,JNCO,XS,88.4593129458182
2184,Levis,One Size,17.7105456254028
2185,Healthtex,XXL,47.3417914585871
2186,Countess Mara,XXXL,9.90623749322548
2187,Andrew Marc,XXXL,2.42607586105637
2188,Mohito,XS,25.5058776845717
2189,Healthtex,XS,25.8962866761239
2190,Lilli Ann,XXL,64.0452721920075
2191,Max Studio,M,19.5172759767237
2192,Acorn Stores,S,15.237083726673
2193,Real Gold,XL,45.5012131717527
2194,Bujo,XS,78.8886127089563
2195,Guess,One Size,71.1401993628313
2196,Lilli Ann,XXS,31.365148913751
2197,Koton,S,81.8408185014691
2198,Marchesa,M,45.7832244214524
2199,DKNY,S,4.92360826298763
2200,Dollie & Me,XL,79.6451990011359
2201,Forever Lazy,XXL,15.7226302669023
2202,Tommy Hilfinger,XXXL,44.1633587512948
2203,Avirex,S,75.1261996669351
2204,Guess,XS,78.2761564898659
2205,Ecko Unlimited,XXL,30.7189089049208
2206,Cherokee Inc.,M,33.0016982364476
2207,Countess Mara,XXXL,36.6331483994765
2208,Koalapop,XXL,36.5610857114946
2209,SABA,XXS,54.4788396849664
2210,Cross Colours,XL,35.4730304002171
2211,Ecko Unlimited,XL,8.54344521395091
2212,Forever 21,M,64.637103244959
2213,H&M,XXXL,97.7044546681943
2214,Real Gold,XXS,8.29035385851299
2215,Ethika,One Size,55.3379595039124
2216,Levis,XXL,72.8975611351885
2217,Converse,One Size,79.06166417108
2218,Nice Collective,M,40.350907037198
2219,Old Navy,XXL,76.9042504722738
2220,Calvin Klein,XXL,48.8366820448249
2221,Andrew Marc,XXXL,97.670462891306
2222,Cross Colours,XL,29.250043783919
2223,Converse,M,4.72996140165718
2224,Andrew Marc,XXS,9.14038995613362
2225,Columbia Sportswear,One Size,54.314374527109
2226,Dollie & Me,XL,67.3383464842748
2227,Loyandford,XL,24.4467161858672
2228,Max Studio,One Size,7.65372838389768
2229,Hamilton Shirts,XXXL,31.6626334430942
2230,JNCO,XXS,2.33504565774232
2231,Marchesa,XS,7.70591818946689
2232,Real Gold,XXXL,32.4492287661178
2233,C&A,XL,96.0407197368521
2234,Lilli Ann,One Size,30.4406014356951
2235,Brooks Brothers,XL,31.248548349947
2236,Koalapop,XXL,93.8175162439316
2237,Rip Curl,S,7.31365370345938
2238,Karen Kane,S,32.870647233385
2239,Countess Mara,One Size,40.9869256205796
2240,Forever 21,L,7.6953900659901
2241,Max Studio,XXL,70.6782333863332
2242,Koton,XXS,41.4869462579894
2243,Angels Jeanswear,XXL,61.1711373702489
2244,Avirex,XXXL,90.0723458016628
2245,TNT,M,51.8939250059863
2246,Forever Lazy,XXS,73.3133180170848
2247,Max Studio,XXS,86.0289395181597
2248,Six Deuce,M,91.0742827123377
2249,Forever Lazy,XL,92.6312920645025
2250,Guess,M,61.162662267295
2251,Nice Collective,XL,88.8328495984119
2252,Mossimo,One Size,12.3967636234112
2253,Nudie Jeans,M,38.267349752722
2254,Ethika,One Size,10.3106054762893
2255,Brooks Brothers,S,37.0990286875046
2256,DKNY,S,71.0997095448429
2257,Ecko Unlimited,XS,58.1423259163938
2258,JNCO,M,93.342101347792
2259,Healthtex,S,91.0158288721069
2260,Acorn Stores,L,50.1612773366092
2261,Converse,XS,72.4421755454699
2262,Columbia Sportswear,XL,61.4138840904524
2263,Forever 21,XL,58.7382235591012
2264,Ex-Boyfriend,XS,2.58675952795276
2265,Cross Colours,XXL,87.2651438630489
2266,Cherokee Inc.,L,56.0166179458688
2267,Levis,XXS,62.0980352848293
2268,Lilli Ann,XXS,21.1326373648516
2269,Ex-Boyfriend,One Size,12.67245380798
2270,H&M,M,17.2927370226443
2271,Columbia Sportswear,One Size,62.2109249845198
2272,Baby Gap,One Size,44.1190093369777
2273,Mohito,S,15.3087856924668
2274,Andrew Marc,M,59.0109233055315
2275,Marchesa,XXXL,6.89494887175735
2276,Andrew Marc,XS,17.43361411357
2277,Angels Jeanswear,XS,84.6885275415557
2278,Angels Jeanswear,S,92.5941816589768
2279,Healthtex,XL,34.3896836500567
2280,Mohito,S,32.1881204215754
2281,Forever Lazy,XS,74.9072259980753
2282,Columbia Sportswear,L,11.6494491312883
2283,TNT,XXS,75.939914138494
2284,Calvin Klein,M,27.398910896107
2285,Tommy Hilfinger,One Size,78.2423025310237
2286,Mohito,XXXL,71.0034131128357
2287,Angels Jeanswear,XS,67.4359546650368
2288,Ex-Boyfriend,One Size,66.5649097359576
2289,Levis,XXL,30.510192411258
